psraid	int_date	area	state	tz	cregion	fips	msa	usr	usr1	form	sex	q1	q2	q3	q4	q5f1	q6a	q6b	q6cf1	q6df1	q6ff2	q6gf2	q6h	thought	precinct	oftvote	planto1	scale10	q8	q8a	q9f1	q10f2	q12	q13	q14	q15	q16	q17	q20	q21	q24	q25	q26a	q26b	q26c	q26df1	q26ef1	q26ff1	q26gf1	q26hf1	q26if1	q26jf2	q26kf2	q26lf2	q26mf2	q26nf2	q26of2	q27a	q27b	q27c	q27df1	q27ef1	q27ff1	q27gf1	q27hf1	q27if1	q27jf1	q27kf2	q27lf2	q27mf2	q27nf2	q27of2	q27pf2	q27qf2	q29f1	q30f2	q31	q40	q41	q42	q42x	q43	q44f1	q45f2	q46	q50	q51	q52	q53	q55	q56	q58	q59	q61	q62f1	q63f2	q64	q65	q66a	q66b	q66c	age	educ	hisp	race	marital	parent	relig	born	attend	religos	income	regist	regicert	party	partystr	partyln	q67	q68	ideo	pvote04a	pvote04b	employ	ownrent	labor	zipcode	contact	name	website	q2_1	q2_2	q2_3	q2vb	q5f1_1	q5f1_2	q5f1_3	q5f1vb	recage2	density3	rbcounty	recage	receduc	racethn	weight	attempt	fcall	partyid	ideology	male	white	black	unemployed	union	Income	education	income_i	religattend	ginicnty05_09	pctwht0610cnty	totpop0610cnty	pctblk0610cnty	medhinc0610cnty	pkerry	pbush04	partyid_01	ideology_01	education_01	income_i_01	religattend_01	ginicnty05_09_01	totpop0610cnty_01	pctblk0610cnty_01	medhinc0610cnty_01	pbush_01	Age	Income_01	divided	hispanic	asian	gender
1343	90806	812	18	"e"	2	18031	0	"R"	3	1	1	1	1	1	2	9	2	1	1	1			4	1	1	1	1	8	9	3	2		1	1	1	2	3	2	3	2	2	1	3	2	1	2	1	1	1	1	4							2	2	2	2	1	2	1	9	1	1								2		1	2	2	1	1	2	1		1	3	1	1	1	1	3	1	2	2	2		2	1	1	2	2	19		2	1	5	2	9		3		1	2		3		2		3	1	1	2	2	2	2	47240	2		2	99			"8"	99				1	1	5	1		1	1.5121951219512195	7	60907	2.0	5.0	1.0	1.0	0.0	0.0	1.0	1.0	5.0	1.0	4.0	0.41	97.60788	25584	0.35959974	46894	0.26	0.74	0.25	1.0	0.6666667	0.0	0.6	0.26562497	0.002501568	0.0049292617	0.25415114	0.76623374	19.0	0.0	1.0	0.0	0.0	1.0
391	90706	260	18	"e"	2	18033	0	"R"	3	2	1	2	1	2	2		2	4			2	2	4	3	1	1	9	5	2			3	2	2	2	2	3	1	2	1	4	3	1	2	2							1	1	4	3	1	4	2	4	1								4	2	2	2	3	2	3		2	3	3	9	1	4	1		2	2	4	2	1	2	1	3	9	2	2		3	2	1	3	1	3	58	3	2	1	2	2	7	1	4	"dont go to church"	3	1	1	4		2		1	3	1	1	2	1	1	46706	1	1	1	37			"medical"					3	2	5	5	2	1	1.2195121951219512	3	60907	2.0	3.0	1.0	1.0	0.0	0.0	1.0	3.0	3.0	3.0	3.0	0.376	97.53384	41968	0.20968357	46722	0.31	0.68	0.25	0.5	0.33333334	0.25	0.4	0.13281243	0.004180759	0.0028742657	0.25228328	0.6883117	58.0	0.25	1.0	0.0	0.0	1.0
628	90706	765	18	"e"	2	18035	34620	"S"	2	1	1	2	1	1	1	1	1	1	2	4			2	1	1	2	1	10	1		1		1	2	1	2	3	2	2	1	1	1	1	1	1	4	3	1	1	2	3							1	1	1	1	2	2	1	2	2	1								1		2	2	1	2	4	1	1		1	3	1	1	1	1	3	1	2	2	3		1	1	2	3	1	34	7	2	1	1	1	1	1	2		8	1	1	1	2		2		1	1	1	1	1	4	47342	1	1	1	59			"How we are precieved, relationship with Allies."	1	21		"The Iraq and Sept 11th Anniversery"	2	2	3	2	4	1	2.6097560975609757	2	60907	4.0	5.0	1.0	1.0	0.0	0.0	0.0	8.0	7.0	8.0	5.0	0.451	89.60322	117344	5.5835834	38066	0.43	0.56	0.75	1.0	1.0	0.875	0.8	0.42578128	0.011906021	0.07653772	0.15828112	0.53246754	34.0	0.875	1.0	0.0	0.0	1.0
1088	90906	574	18	"e"	2	18039	21140	"U"	1	2	1	2	1	9	1		3	4			4	4	4	3	1	4	1	5	2			2	2	1	2	2	3	9	2	1	4	3	1	4	4							3	1	4	3	2	4	2	1	2								9	2	9	2	2	2	9		3	9	2	2	2	9	2		2	1	4	3	2	3	2	2	9	2	2		9	2	1	3	3	3	21	2	2	1	5	2	8	2	4	"BUDDIST"	6	1	1	3		2		1	5	2		1	2	4	46526			1	4			"INFLATION"					1	3	5	1	1	1	5.32	5	60908	2.0	1.0	1.0	1.0	0.0	0.0	0.0	6.0	2.0	6.0	3.0	0.425	84.690254	196855	5.5304666	47258	0.29	0.7	0.25	0.0	0.16666667	0.625	0.4	0.32421878	0.020055078	0.07580961	0.25810412	0.7142857	21.0	0.625	0.0	0.0	0.0	1.0
1287	90906	765	18	"e"	2	18053	0	"R"	3	2	2	2	1	2	2		2	3			2	2	2	3	1	4	1	5	2			3	2	2	1	1	3	1	2	1	2	1	1	2	2							1	1	2	1	1	2	2	2	2								2	2	2	2	2	2	1		2	3	2	2	1	2	2		2	2	3	3	1	1	1	2	2	2	1		3	1	1	3	3	3	50	3	2	2	1	1	1	1	2		6	2		3		2		3	2	2		1	1	1	46952	2		2	37			"HEALTH CARE COST"					3	2	5	4	2	2	2	7	60908	2.0	4.0	0.0	0.0	1.0	0.0	1.0	6.0	3.0	6.0	5.0	0.429	88.82096	70176	7.4712152	38985	0.31	0.68	0.25	0.75	0.33333334	0.625	0.8	0.33984372	0.007071788	0.102412686	0.16826124	0.6883117	50.0	0.625	1.0	0.0	0.0	0.0
1288	90806	765	18	"e"	2	18053	0	"R"	3	2	1	1	1	1	4		2	2			2	1	3	1	2	1	1	10	1			1	1	9	2	2	3	2	2	1	2	4	1	1	1							1	2	1	1	2	2	1	1	1								4	1	2	4	4	1	1		3	2	2	2	1	2	1		2	2	2	3	2	1	1	2	1	1	2		2	2	3	2	2	1	56	7	2	1	1	2	1	1	1		6	1	1	1	1		3		2	1	1	1	3	2	46933	2		1	47			"immigratiuon"					3	2	5	5	4	1	1	1	60908	5.0	4.0	1.0	1.0	0.0	0.0	1.0	6.0	7.0	6.0	6.0	0.429	88.82096	70176	7.4712152	38985	0.31	0.68	1.0	0.75	1.0	0.625	1.0	0.33984372	0.007071788	0.102412686	0.16826124	0.6883117	56.0	0.625	0.0	0.0	0.0	1.0
163	90606	317	18	"e"	2	18059	26900	"S"	2	1	2	2	9	9	1	9	4	9	4	9				3	1	4	2	1	9	9	6		9	9	2	9	3	2	9	9	9	9	2	3	9	4	4	3	2	2	2							9	9	9	9	9	9	9	9	9	9								9		9	2	9	2		3	9		2	3	2	2	1	9	9	2	2	9	3		9	3	3	3	3	67	3	2	1	4	2	1	1	1		10	2		3		9			9	2		3	1	4	46040	2		2	99				99				4	2	5	6	2	1	1.5609756097560976	1	60906	3.0	3.0	0.0	1.0	0.0	1.0	0.0		3.0	3.9173837	6.0	0.383	95.402214	68011	1.8923409	61052	0.25	0.75	0.5	0.5	0.33333334	0.36467296	1.0	0.16015618	0.0068498976	0.025939517	0.40790373	0.77922076	67.0		0.0	0.0	0.0	0.0
886	90906	317	18	"e"	2	18063	26900	"S"	2	2	1	2	9	9	4		2	3			3	3	3	3	1	3	1	8	2			1	1	2	1	1	3	1	3	1	3	3	3	2	3							2	2	2	2	3	4	3	3	3								2	2	3	9	9	9	2		4	9	2	2	2	4	1		2	1	3	3	2	1	2	4	2	2	2		3	1	3	3	1	3	31	7	2	3	1	1	6		2		7	1	1	3		2		3	3	1	2	1	1	4	46123			2	99								2	2	5	2	4	4	1.6097560975609757	8	60906	2.0	3.0	1.0	0.0	0.0	0.0	0.0	7.0	7.0	7.0	5.0	0.372	91.548836	140028	4.4998145	67180	0.26	0.73	0.25	0.5	1.0	0.75	0.8	0.117187515	0.014230897	0.06168181	0.4744524	0.7532468	31.0	0.75	0.0	0.0	1.0	1.0
216	90606	317	18	"e"	2	18063	26900	"S"	2	2	1	1	1	9	2		2	3			3	4		4	2	4	2	3	1			2	1	1	2	1	3	2	3	1	1	3	2	3	3							2	2	2	2	3	3	1	1	1								1	1	1	1	1	1	1		1	2	1	1	1		2		1	2	2	3	2	1	1	2	1	1	2		2	1	1	2	3	1	59	3	2	1	1	2	1	1	4		8	2		1	2		3		2	2		1	1	4	46123			2	60			"iraq. things need to be straightened out there"					3	2	5	5	2	1	1.2195121951219512	2	60906	4.0	4.0	1.0	1.0	0.0	0.0	0.0	8.0	3.0	8.0	3.0	0.372	91.548836	140028	4.4998145	67180	0.26	0.73	0.75	0.75	0.33333334	0.875	0.4	0.117187515	0.014230897	0.06168181	0.4744524	0.7532468	59.0	0.875	0.0	0.0	0.0	1.0
629	90706	765	18	"e"	2	18067	29020	"U"	1	2	1	1	1	1	2		1	1			1	4	1	1	1	1	1	10	1			1	1	1	3	1	3	9	1	1	1	4	2	1	1							2	2	2	1	4	1	1	1	1								1	1	1	1	1	1	1		1	3	1	2	1	2	1		1	2	1	1	2	1	1	1	1	1	2		2	2	1	2	2	1	52	6	2	1	1	1	1	1	1		6	1	1	1	1		3		1	1	1	1	1	4	46901			1	47			"border security"					3	2	5	4	4	1	1.3658536585365855	3	60906	5.0	5.0	1.0	1.0	0.0	0.0	0.0	6.0	6.0	6.0	6.0	0.416	89.03343	83326	7.0374193	45003	0.35	0.64	1.0	1.0	0.8333333	0.625	1.0	0.28906253	0.008419527	0.09646637	0.23361532	0.6363636	52.0	0.625	0.0	0.0	0.0	1.0
390	90706	260	18	"e"	2	18075	0	"R"	3	1	1	2	1	1	1	9	2	2	3	3			3	3	1	1	1	10	2		2		2	2	2	1	2	2	3	1	3	2	1	3	2	2	1	2	1	2	2							2	9	9	2	9	9	2	9	2	2								2		2	2	2	2	3	2	1		2	3	3	2	1	9	2	2	2	2	3		1	3	1	3	3	28	5	2	1	1	1	2	2	5		6	1	1	2	1			1	3	1	2	1	1	4	47371			2	58			"ALL OF OUR WORK GOING OVER SEAS"	99				1	1	4	2	3	1	2.4390243902439024	2	60906	1.0	3.0	1.0	1.0	0.0	0.0	0.0	6.0	5.0	6.0	2.0	0.391	97.32288	21441	0.9188004	39886	0.33	0.66	0.0	0.5	0.6666667	0.625	0.2	0.19140625	0.0020769534	0.01259458	0.1780459	0.66233766	28.0	0.625	0.0	0.0	0.0	1.0
884	91006	317	18	"e"	2	18081	26900	"S"	2	2	2	1	1	1	2		2	4			1	1	2	3	1	4	1	5	2			1	1	2	1	1	3	2	2	1	4	1	1	1	1							1	1	3	2	1	4	2	2	2								2	2	2	2	2	2	2		1	1	2	9	1	3	3		1	2	3	2	1	2	2	3	2	2	1		2	2	1	3	3	3	45	3	2	1	2	2	1	9	4	"MOMORIAL CHRISTION CHURCH"	3	1	1	2	1			3	4	2		1	2	4	46131			2	60			"THE WAR IRAQ"					2	3	5	4	2	1	3.3658536585365852	8	60906	1.0	2.0	0.0	1.0	0.0	0.0	0.0	3.0	3.0	3.0	3.0	0.39	94.55491	135994	1.3169699	61629	0.26	0.74	0.0	0.25	0.33333334	0.25	0.4	0.18749993	0.013817454	0.01805254	0.41416982	0.76623374	45.0	0.25	1.0	0.0	0.0	0.0
887	91006	317	18	"e"	2	18081	26900	"S"	2	2	1	1	1	1	1		2	2			3	2	2	3	2	3	1	5	1			2	1	1	2	2	3	2	3	2	3	3	3	3	3							2	2	1	1	3	4	2	4	4								4	4	4	4	9	4	9		9	3	1	2	1	3	2		2	2	3	3	2	1	1	2	1	1	2		3	1	1	2	3	1	43	3	2	1	2	1	9		6		4	2		3		1	3		4	2		1	2	4	46227			2	96			"MONEY"					2	3	5	3	2	1	2.902439024390244	11	60906	4.0	2.0	1.0	1.0	0.0	0.0	0.0	4.0	3.0	4.0	1.0	0.39	94.55491	135994	1.3169699	61629	0.26	0.74	0.75	0.25	0.33333334	0.375	0.0	0.18749993	0.013817454	0.01805254	0.41416982	0.76623374	43.0	0.375	0.0	0.0	0.0	1.0
42	90606	574	18	"e"	2	18085	0	"R"	3	1	2	1	1	1	2	1	1	2	2	2				1	1	1	1	10	1		2		1	2	1	2	3	2	2	1	1	1	2	1	1	3	1	1	2	2	3							1	1	1	1	1	1	1	1	1	1								1		1	1	1	1		2	2		2	1	1	2	1	1	1	1	1	2	1		2	1	2	3	1	46	3	2	1	1	1	1	1	3		5	1	1	1	1		2		2	1	1	3	1	4	46582	1	1	1	57			"SECURITY"	6			"GAS PRICES"	2	2	5	4	2	1	1.7317073170731707	1	60906	5.0	4.0	0.0	1.0	0.0	1.0	0.0	5.0	3.0	5.0	4.0	0.4	92.36445	76982	0.8079811	50217	0.21	0.78	1.0	0.75	0.33333334	0.5	0.6	0.22656251	0.0077693327	0.011075509	0.29023814	0.81818175	46.0	0.5	0.0	0.0	0.0	0.0
260	90606	219	18	"c"	2	18089	16980	"S"	2	2	2	1	1	9	4		3	4			2	3		4	1	3	9	5	9	9		3	9	9	3	2	3	9	9	2	9	9	2	1	1							3	1	1	1	3	4	9	9	9								9	9	9	9	9	9	9		9	9	1	1	1		3		2	1	2	1	2	1	1	1	1	1	2		2	9	3	2	3	1	39	5	2	1	2	1	1	2	5		5	1	1	4		9			3	1	1	1	1	1	46311			2	57	76	6	"national securitybecoming more self sufficient energy wisea balanced budget"					2	4	1	3	3	1	1.7073170731707317	1	60906	3.0	3.0	0.0	1.0	0.0	0.0	1.0	5.0	5.0	5.0	2.0	0.432	62.587452	494417	25.451593	48723	0.61	0.38	0.5	0.5	0.6666667	0.5	0.2	0.35156253	0.05055211	0.34888113	0.27401367	0.2987013	39.0	0.5	0.0	0.0	0.0	0.0
374	90706	219	18	"c"	2	18091	33140	"S"	2	1	2	2	1	9	4	1	2	2	2	3			3	3	1	1	1	10	9	2	2		9	9	1	2	3	2	2	1	1	1	1	1	1	3	1	2	1	1	1							9	9	9	9	9	9	9	9	9	9								9		2	2	2	1	3	2	1		1	3	3	1	1	2	3	2	3	1	3		2	3	3	3	3	66	3	2	1	1	2	2	2	2		3	1	1	3		9			2	1	1	3	1	4	46350			2	60	2		"WAR IN IRAQ, JOD SITUATION"	99			"HAVEN''T BEEN"	4	2	3	6	2	1	1.5609756097560976	2	60907	3.0	4.0	0.0	1.0	0.0	1.0	0.0	3.0	3.0	3.0	5.0	0.418	85.34934	110937	10.769176	46014	0.5	0.49	0.5	0.75	0.33333334	0.25	0.8	0.29687503	0.01124937	0.14761992	0.24459454	0.44155845	66.0	0.25	1.0	0.0	0.0	0.0
143	90606	765	18	"e"	2	18095	11300	"U"	1	2	2	2	1	9	4		1	3			1	1		9	2	3	1	5	9	1		3	9	9	1	2	3	2	3	9	1	1	1	2	2							3	1	1	2	1	4	1	1	3								9	9	1	1	9	9	2		1	2	9	2	1		3		2	2	3	1	2	2	9	1	1	9	2		1	9	2	3	3	9	39	3	2	1	2	1	2	1	4		4	2		3		1	9		3	2		1	2	4	46013			2	1	2		"ECONOMICS JOBS"					2	2	4	3	2	1	2.682926829268293	1	60906	4.0	3.0	0.0	1.0	0.0	0.0	0.0	4.0	3.0	4.0	3.0	0.404	88.28931	131444	7.0334134	43256	0.4	0.59	0.75	0.5	0.33333334	0.375	0.4	0.24218754	0.013351126	0.09641146	0.21464331	0.57142854	39.0	0.375	0.0	0.0	0.0	0.0
889	90906	317	18	"e"	2	18097	26900	"U"	1	2	1	2	1	2	1		2	4			4	3	4	3	1	2	1	10	2			1	2	2	2	1	3	2	2	2	2	4	1	1	1							1	1	1	2	1	3	3	3	4								3	4	4	2	2	4	2		4	3	2	2	2	4	3		2	1	4	2	1	2	2	4	2	2	1		4	2	3	1	1	2	33	7	2	2	5	2	1	2	6		3	1	1	2	2			3	2	1	2	1	1	4	46208			2	2			"employment or lack thereof"					2	5	3	2	4	2	2.024390243902439	11	60906	2.0	4.0	1.0	0.0	1.0	0.0	0.0	3.0	7.0	3.0	1.0	0.458	65.14945	890976	26.250427	43541	0.51	0.49	0.25	0.75	1.0	0.25	0.0	0.45312503	0.091195315	0.35983124	0.21773835	0.44155845	33.0	0.25	1.0	0.0	0.0	1.0
885	91006	317	18	"e"	2	18097	26900	"S"	2	2	1	9	1	9	1		3	4			3	4	4	3	1	1	1	10	1			2	9	2	2	2	3	2	3	1	4	4	2	4	2							4	4	4	4	4	4	1	4	4								1	1	1	1	4	2	9		9	9	3	1	1	2	2		2	2	2	3	2	3	1	2	2	1	2		2	2	3	3	3	3	49	7	2	1	1	2	2	2	2		10	1	1	1	2		3		3	1	9	1	1	4	46236	2		2	2			"unemployment"					2	5	3	4	4	1	2.1219512195121952	17	60907	4.0	3.0	1.0	1.0	0.0	0.0	0.0		7.0	6.9353285	5.0	0.458	65.14945	890976	26.250427	43541	0.51	0.49	0.75	0.5	1.0	0.74191606	0.8	0.45312503	0.091195315	0.35983124	0.21773835	0.44155845	49.0		0.0	0.0	0.0	1.0
883	90806	317	18	"e"	2	18097	26900	"U"	1	2	1	1	1	1	2		1	3			1	3	1	1	1	1	1	10	1			1	1	1	1	2	3	2	3	1	1	4	1	1	1							1	1	1	1	1	3	1	1	1								1	1	1	1	1	1	2		1	2	1	1	1	2	1		1	2	1	1	2	2	1	1	1	1	2		2	1	1	2	2	1	37	2	2	1	1	1	1	1	4		6	1	1	1	1		1		3	1	1	1	1	4	46268			2	62			"TERROISM"					2	5	3	3	1	1	2.5853658536585367	2	60908	5.0	3.0	1.0	1.0	0.0	0.0	0.0	6.0	2.0	6.0	3.0	0.458	65.14945	890976	26.250427	43541	0.51	0.49	1.0	0.5	0.16666667	0.625	0.4	0.45312503	0.091195315	0.35983124	0.21773835	0.44155845	37.0	0.625	0.0	0.0	0.0	1.0
882	90906	317	18	"e"	2	18097	26900	"U"	1	2	2	2	1	2	1		2	4			3	2	3	3	1	1	1	10	9	3		2	9	2	3	2	2	1	3	2	4	1	1	1	1							1	1	1	1	1	1	4	9	9								4	9	4	9	9	4	1		9	3	3	2	1	9	2		2	9	4	3	1	1	2	3	2	2	9		3	2	1	3	3	3	71	3	2	1	4	2	1	1	1		4	1	1	1	2		2		2	1	1	3	1	4	46224			1	37	76	27	"the price of medicine and gasoline, medicare, job security"					4	5	3	6	2	1	2.048780487804878	7	60908	4.0	4.0	0.0	1.0	0.0	1.0	0.0	4.0	3.0	4.0	6.0	0.458	65.14945	890976	26.250427	43541	0.51	0.49	0.75	0.75	0.33333334	0.375	1.0	0.45312503	0.091195315	0.35983124	0.21773835	0.44155845	71.0	0.375	1.0	0.0	0.0	0.0
416	90706	317	18	"e"	2	18097	26900	"U"	1	1	1	1	1	1	1	1	2	3	2	3			4	3	1	2	1	10	1		2		1	2	1	2	1	1	2	1	1	1	2	2	2	3	1	2	2	2	3							1	1	1	4	1	1	1	1	1	2								1		9	1	1	1	1	1	1		1	3	2	1	1	1	2	1	1	1	2		1	1	3	3	1	33	5	2	1	1	2	1	1	5		8	1	1	1	2		2		3	1	1	1	1	1	46237			2	76			"DEPENDENCE ON FORIEGN OIL SPPULY"	22			"ISRAEL"	2	5	3	2	3	1	4.951219512195122	2	60907	4.0	3.0	1.0	1.0	0.0	0.0	1.0	8.0	5.0	8.0	2.0	0.458	65.14945	890976	26.250427	43541	0.51	0.49	0.75	0.5	0.6666667	0.875	0.2	0.45312503	0.091195315	0.35983124	0.21773835	0.44155845	33.0	0.875	1.0	0.0	0.0	1.0
888	90806	317	18	"e"	2	18097	26900	"U"	1	2	2	2	1	2	1		2	3			2	2	3	3	2	4	2	1	2			2	2	2	2	2	2	2	2	1	4	2	2	1	2							2	2	2	2	2	4	2	2	2								2	2	2	2	2	2	2		1	3	2	2	1	3	2		2	1	4	2	1	2	9	1	2	1	1		2	2	3	1	3	2	44	2	2	1	1	2	9		4		2	2		3		2		3	3	2		3	1	4	46219	1	1	1	60			"THE WAR IN IRAQ"					2	5	3	3	1	1	4.097560975609756	4	60907	2.0	3.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	2.0	3.0	0.458	65.14945	890976	26.250427	43541	0.51	0.49	0.25	0.5	0.16666667	0.125	0.4	0.45312503	0.091195315	0.35983124	0.21773835	0.44155845	44.0	0.125	1.0	0.0	0.0	0.0
1344	90906	812	18	"e"	2	18105	14020	"S"	2	2	1	1	1	1	2		1	3			1	1	2	3	2	4	2	2	1			2	2	2	2	2	3	2	3	1	1	3	1	1	4							1	1	1	4	4	1	1	1	1								1	1	2	2	1	2	1		1	3	2	2	2	3	1		1	2	3	3	2	1	1	4	2	1	1		2	1	2	3	3	3	42	3	2	1	1	2	1	2	1		5	2		1	2		3		1	2		3	1	4	47462			2	62			"terrorists"					2	3	3	3	2	1	2.902439024390244	7	60908	4.0	5.0	1.0	1.0	0.0	1.0	0.0	5.0	3.0	5.0	6.0	0.503	88.42103	134442	3.4118803	38137	0.53	0.45	0.75	1.0	0.33333334	0.5	1.0	0.62890637	0.013658389	0.046768807	0.15905216	0.38961035	42.0	0.5	0.0	0.0	0.0	1.0
1283	90806	765	18	"e"	2	18107	0	"R"	3	2	1	2	1	2	1		2	2			2	4	2	1	1	1	1	10	2			1	2	2	1	1	2	1	2	1	3	1	2	2	3							1	1	1	3	2	3	2	2	2								2	2	2	2	2	2	2		2	3	2	2	2	4	1		2	1	4	2	1	2	2	4	2	2	2		4	9	3	1	1	2	58	6	2	1	1	2	1	2	5		6	1	1	2	1			1	4	1	2	1	1	4	47989	1	1	1	17			"NOT EDUCATTING OUR YOUTH"					3	1	5	5	4	1	1	1	60908	1.0	2.0	1.0	1.0	0.0	0.0	0.0	6.0	6.0	6.0	2.0	0.391	96.62541	38138	0.7289318	47694	0.24	0.75	0.0	0.25	0.8333333	0.625	0.2	0.19140625	0.0037882235	0.00999193	0.26283896	0.77922076	58.0	0.625	1.0	0.0	0.0	1.0
263	90606	812	18	"e"	2	18115	17140	"S"	2	2	2	2	1	2	1		4	3			1	1		3	1	3	1	7	9	9		2	9	9	1	9	9	2	2	9	9	1	1	4	1							1	1	1	4	1	4	9	9	9								9	9	9	9	9	9	9		9	2	2	2	9		3		2	9	4	2	1	2	9	9	2	9	2		9	2	3	3	1	2	66	2	2	1	4	2	1	1	3		1	2		9		9			9	2		3	2	4	47040	2		2	33	60		"PEOPLE NOT HAVING A PLACE TO LIVE AND THE WAR"					4	1	5	6	1	1	1.6341463414634145	2	60906	3.0	3.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	4.0	0.389	97.46168	6067	0.8406131	50966	0.39	0.61	0.5	0.5	0.16666667	0.0	0.6	0.18359372	5.0127704E-4	0.011522817	0.29837212	0.5974026	66.0	0.0	1.0	0.0	0.0	0.0
287	90606	219	18	"c"	2	18127	16980	"S"	2	2	2	2	1	2	1		2	3			2	2		3	1	2	1	7	2			1	1	2	2	1	2	1	2	1	3	1	1	2	2							1	1	1	1	1	2	2	4	4								2	2	2	2	4	2	2		2	3	3	1	2		2		2	1	3	3	1	1	2	3	2	2	1		3	1	3	3	1	9	48	6	2	1	2	2	1	2	3		5	1	1	2	2			1	3	1	2	1	1	4	46341	1	1	2	60			"THE WAR"					2	3	4	4	4	1	1.951219512195122	2	60906	2.0	3.0	0.0	1.0	0.0	0.0	0.0	5.0	6.0	5.0	4.0	0.409	92.62834	162026	2.754496	60889	0.45	0.54	0.25	0.5	0.8333333	0.5	0.6	0.26171878	0.016485466	0.037757624	0.4061336	0.5064935	48.0	0.5	1.0	0.0	0.0	0.0
302	90606	219	18	"c"	2	18127	16980	"S"	2	2	2	2	1	1	1		2	3			3	2		3	1	2	1	8	2			1	9	2	2	1	2	1	3	1	4	2	2	1	2							1	1	2	3	3	1	2	2	2								2	2	2	2	4	2	2		1	2	2	2	2		2		2	1	3	3	2	1	2	4	2	9	1		3	1	3	3	1	3	33	7	2	1	1	2	1	2	4		6	1	1	3		2		1	4	1	2	1	1	4	46304	2		2	37			"HEALTH CARE"					2	3	4	2	4	1	2.658536585365854	3	60906	2.0	2.0	0.0	1.0	0.0	0.0	0.0	6.0	7.0	6.0	3.0	0.409	92.62834	162026	2.754496	60889	0.45	0.54	0.25	0.25	1.0	0.625	0.4	0.26171878	0.016485466	0.037757624	0.4061336	0.5064935	33.0	0.625	0.0	0.0	0.0	0.0
171	90606	219	18	"c"	2	18127	16980	"S"	2	1	1	2	1	1	1	1	3	1	2	3				1	1	1	1	10	2		1		1	2	1	1	2	1	3	2	4	1	1	1	3	3	1	1	1	2	1							2	2	4	2	1	1	2	2	2	4								2		4	2	2	2		1	1		2	4	3	1	1	2	3	2	3	1	4		2	2	3	1	3	50	5	2	1	2	2	2	2	6		7	1	1	2	2			1	3	1	2	1	1	1	46368	1	1	1	60	76		"war,energy"	97			"local ev"	3	3	4	4	3	1	1.3414634146341464	1	60906	2.0	3.0	1.0	1.0	0.0	0.0	1.0	7.0	5.0	7.0	1.0	0.409	92.62834	162026	2.754496	60889	0.45	0.54	0.25	0.5	0.6666667	0.75	0.0	0.26171878	0.016485466	0.037757624	0.4061336	0.5064935	50.0	0.75	1.0	0.0	0.0	1.0
790	90906	219	18	"c"	2	18127	16980	"S"	2	1	1	1	1	2	2	1	1	2	2	2			4	2	1	1	1	10	9	1	1		1	1	1	1	3	1	2	1	2	4	2	1	2	2	1	2	1	1	2							1	4	1	2	1	2	1	1	1	2								1		2	1	1	1	1	1	9		1	2	2	1	1	1	2	1	1	2	2		1	1	2	2	1	58	6	2	1	2	2	1	1	3		6	1	1	3		1	1		3	1	1	1	2	4	46383			1	47			"IMMIGRATION"	1			"ILLIEGAL WAR"	3	3	4	5	4	1	1.1951219512195121	8	60906	4.0	3.0	1.0	1.0	0.0	0.0	0.0	6.0	6.0	6.0	4.0	0.409	92.62834	162026	2.754496	60889	0.45	0.54	0.75	0.5	0.8333333	0.625	0.6	0.26171878	0.016485466	0.037757624	0.4061336	0.5064935	58.0	0.625	1.0	0.0	0.0	1.0
1282	90906	765	18	"e"	2	18133	26900	"S"	2	1	1	1	1	9	4	1	2	1	1	3			2	1	1	1	1	10	9	1	4		9	2	9	2	3	9	3	1	3	4	1	2	2	1	1	2	1	2	3							2	9	1	4	1	2	1	1	4	1								1		2	3	1	1	1	1	2		9	2	3	2	3	1	1	1	1	2	3		1	1	2	2	1	51	5	2	1	1	2	1	1	4	"ahslist"	8	1	1	1	9		2		1	1	1	1	1	1	46135	1	1	1	76			"fuel"	25			"steve irwin"	3	1	5	4	3	1	1	8	60906	4.0	5.0	1.0	1.0	0.0	0.0	1.0	8.0	5.0	8.0	3.0	0.384	93.88142	38048	3.837258	48992	0.31	0.68	0.75	1.0	0.6666667	0.875	0.4	0.1640625	0.0037789994	0.05259973	0.27693495	0.6883117	51.0	0.875	0.0	0.0	0.0	1.0
1345	90806	812	18	"e"	2	18137	0	"R"	3	2	1	1	1	9	2		2	4			2	2	3	4	2	5	2	1	9	9		1	9	1	9	2	9	1	3	1	2	2	1	2	3							2	1	3	2	1	4	2	1	1								1	2	1	2	2	9	9		9	3	1	2	1	2	2		1	2	3	1	1	2	1	2	1	1	2		2	1	3	2	2	1	25	3	2	1	5	2	2	2	4		5	2		3		9			9	2		1	1	4	47006			2	62			"TERRORISM"					1	1	5	2	2	1	2.1219512195121952	2	60906	3.0	3.0	1.0	1.0	0.0	0.0	0.0	5.0	3.0	5.0	3.0	0.407	97.58138	28570	0.3220161	48093	0.3	0.69	0.5	0.5	0.33333334	0.5	0.4	0.25390625	0.0028076023	0.004414079	0.267172	0.70129865	25.0	0.5	1.0	0.0	0.0	1.0
